,HITId,AssignmentId,WorkerId,WorkTimeInSeconds,LifetimeApprovalRate,Input.prompt,Input.response,Input.aspect,Input.definition,Input.setting,Answer.Others,Approve,Reject,Score,3Score
109,3E22YV8GHDNIU3HVP7Y3TPROOZMPNH,3QRYMNZ7FBYJ9F8WWQCPNJOA1K0NTN,A3PUUVUDORJS8W,9,100% (20/20),Write a <b>passive-aggressive</b> passage about love:,"Love is such a beautiful thing, don't you think? It's so wonderful when two people come together and share their lives with one another. It's like a dream come true.<br><br>I'm so happy for you that you've found someone who loves you as much as you love them. I hope you'll be very happy together.",Tone,passive-aggressive tone: A passive-aggressive tone is passive but also covertly hostile and resentful. It is used to communicate displeasure or disagreement.,Basic,,,,2,1
110,3E22YV8GHDNIU3HVP7Y3TPROOZMPNH,3QJOXOW4XW8B2E5ZUU8UBIZ9TK3MEW,AKQAI78JTXXC9,218,100% (240/240),Write a <b>passive-aggressive</b> passage about love:,"Love is such a beautiful thing, don't you think? It's so wonderful when two people come together and share their lives with one another. It's like a dream come true.<br><br>I'm so happy for you that you've found someone who loves you as much as you love them. I hope you'll be very happy together.",Tone,passive-aggressive tone: A passive-aggressive tone is passive but also covertly hostile and resentful. It is used to communicate displeasure or disagreement.,Basic,,,,-1,-1
111,3G4VVJO6QBXHMXWSSU6N1XAKU4HKP7,34YB12FSQB59MS1Q0PYIBLKL60IMGD,A31P3ZS4NETEA5,23,100% (17/17),Write a <b>passive-aggressive</b> passage about love:,Love is a mystery that we can never fully understand. It's something that we can never fully control. And that's what makes it so beautiful.,Tone,passive-aggressive tone: A passive-aggressive tone is passive but also covertly hostile and resentful. It is used to communicate displeasure or disagreement.,Basic,None,,,-2,-1
112,3G4VVJO6QBXHMXWSSU6N1XAKU4HKP7,37UQDCYH6AC9JMKYLEVFS4Q5YQC7VD,A3PUUVUDORJS8W,5,100% (20/20),Write a <b>passive-aggressive</b> passage about love:,Love is a mystery that we can never fully understand. It's something that we can never fully control. And that's what makes it so beautiful.,Tone,passive-aggressive tone: A passive-aggressive tone is passive but also covertly hostile and resentful. It is used to communicate displeasure or disagreement.,Basic,,,,-2,-1
113,3G4VVJO6QBXHMXWSSU6N1XAKU4HKP7,388U7OUMFKI3843XRV5WCSRF56S0RC,AKQAI78JTXXC9,105,100% (240/240),Write a <b>passive-aggressive</b> passage about love:,Love is a mystery that we can never fully understand. It's something that we can never fully control. And that's what makes it so beautiful.,Tone,passive-aggressive tone: A passive-aggressive tone is passive but also covertly hostile and resentful. It is used to communicate displeasure or disagreement.,Basic,,,,-2,-1
114,3UY4PIS8R32FDBYT45NDST9QLJGN1B,3AMW0RGHOQJLHNFPF935I9NDCHFNPI,A3PUUVUDORJS8W,6,100% (20/20),Write a <b>passive-aggressive</b> passage about love:,Love is something that should be cherished and nurtured. It is not something to be taken lightly.,Tone,passive-aggressive tone: A passive-aggressive tone is passive but also covertly hostile and resentful. It is used to communicate displeasure or disagreement.,Basic,,,,1,1
115,3UY4PIS8R32FDBYT45NDST9QLJGN1B,36PW28KO4CDA0DWAXRIP2R49Z3FAE1,A9HQ3E0F2AGVO,430,100% (273/273),Write a <b>passive-aggressive</b> passage about love:,Love is something that should be cherished and nurtured. It is not something to be taken lightly.,Tone,passive-aggressive tone: A passive-aggressive tone is passive but also covertly hostile and resentful. It is used to communicate displeasure or disagreement.,Basic,,,,1,1
116,3UY4PIS8R32FDBYT45NDST9QLJGN1B,3VD82FOHK35K5J6XBJHCDYOB385CO8,AKQAI78JTXXC9,202,100% (240/240),Write a <b>passive-aggressive</b> passage about love:,Love is something that should be cherished and nurtured. It is not something to be taken lightly.,Tone,passive-aggressive tone: A passive-aggressive tone is passive but also covertly hostile and resentful. It is used to communicate displeasure or disagreement.,Basic,,,,0,0
117,3GITHABADA2M2WGPN9NRXCJVDPUN2S,32M8BPYGA63NQ9BZFA0QJSD4PRYIGT,A2Y2AZ8DBFU47Q,54,91% (32/35),Write a <b>passive-aggressive</b> passage about love:,Love is something that just happens to you. It's not something you can control.,Tone,passive-aggressive tone: A passive-aggressive tone is passive but also covertly hostile and resentful. It is used to communicate displeasure or disagreement.,Basic,none,,,0,0
118,3GITHABADA2M2WGPN9NRXCJVDPUN2S,378XPAWRUPUMGIYWTA8GN621RWMAIA,A31P3ZS4NETEA5,23,100% (17/17),Write a <b>passive-aggressive</b> passage about love:,Love is something that just happens to you. It's not something you can control.,Tone,passive-aggressive tone: A passive-aggressive tone is passive but also covertly hostile and resentful. It is used to communicate displeasure or disagreement.,Basic,no,,,1,1
119,3GITHABADA2M2WGPN9NRXCJVDPUN2S,3M1CVSFP6DMZXGMF6IDPW8TNI63AQD,A9HQ3E0F2AGVO,452,100% (273/273),Write a <b>passive-aggressive</b> passage about love:,Love is something that just happens to you. It's not something you can control.,Tone,passive-aggressive tone: A passive-aggressive tone is passive but also covertly hostile and resentful. It is used to communicate displeasure or disagreement.,Basic,,,,1,1
